,Item Code,Field,Field Value,MRP_element,overdue,total,Y22W52,Y23W01,Y23W02,Y23W03,Y23W04,Y23W05
51,TAIDUC-001,Lead Time,7,planned_release,35000.0,45000.0,0.0,45000.0,0.0,0.0,0.0,0.0
52,TAIDUC-001,Safety Stock,0,Balance,0.0,-126729.0,-888.0,-51375.0,-94229.0,-126729.0,-126729.0,-126729.0
53,TAIDUC-001,Order Policy,MIN_MAX,Balance (+SR),0.0,-76729.0,4112.0,-11375.0,-44229.0,-76729.0,-76729.0,-76729.0
54,TAIDUC-001,Rounding Value / MOQ,[5000/ 5000],Balance(+SR+PR),0.0,3271.0,4112.0,23625.0,35771.0,3271.0,3271.0,3271.0
55,TAIDUC-001,Cover Days / Week Day / Max Level,[nan/ nan/ 30000.0],Balance(+SR+1st PR),0.0,-41729.0,4112.0,23625.0,-9229.0,-41729.0,-41729.0,-41729.0
56,XCB-103,Item Code,XCB-103,Gross Req,0.0,411.0,0.0,104.0,101.0,109.0,97.0,0.0
57,XCB-103,Description,110mm XC Mountain Bike - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,XCB-103,Current stock,17.0,planned_receipt,0.0,503.0,0.0,187.0,103.0,109.0,104.0,0.0
59,XCB-103,Lead Time,3,planned_release,129.0,374.0,0.0,161.0,0.0,109.0,104.0,0.0
60,XCB-103,Safety Stock,100,Balance,17.0,-394.0,17.0,-87.0,-188.0,-297.0,-394.0,-394.0
61,XCB-103,Order Policy,FOQ,Balance (+SR),17.0,-394.0,17.0,-87.0,-188.0,-297.0,-394.0,-394.0
62,XCB-103,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),17.0,109.0,17.0,100.0,102.0,102.0,109.0,109.0
63,XCB-103,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),17.0,-265.0,17.0,42.0,-59.0,-168.0,-265.0,-265.0
64,XCB-105,Item Code,XCB-105,Gross Req,0.0,160.0,0.0,2.0,52.0,1.0,41.0,64.0
65,XCB-105,Description,110mm XC Mountain Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,XCB-105,Current stock,14.0,planned_receipt,0.0,246.0,0.0,88.0,100.0,0.0,0.0,58.0
67,XCB-105,Lead Time,3,planned_release,0.0,306.0,0.0,88.0,100.0,0.0,58.0,60.0
68,XCB-105,Safety Stock,100,Balance,14.0,-146.0,14.0,12.0,-40.0,-41.0,-82.0,-146.0
69,XCB-105,Order Policy,FOQ,Balance (+SR),14.0,-146.0,14.0,12.0,-40.0,-41.0,-82.0,-146.0
70,XCB-105,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),14.0,100.0,14.0,100.0,148.0,147.0,106.0,100.0
71,XCB-105,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),14.0,-58.0,14.0,100.0,48.0,47.0,6.0,-58.0
72,GRB-005,Item Code,GRB-005,Gross Req,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
73,GRB-005,Description,20GR Gravel Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,GRB-005,Current stock,7.0,planned_receipt,0.0,144.0,0.0,94.0,50.0,0.0,0.0,0.0
75,GRB-005,Lead Time,3,planned_release,0.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0
76,GRB-005,Safety Stock,100,Balance,7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0
77,GRB-005,Order Policy,FOQ,Balance (+SR),7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0
78,GRB-005,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),7.0,149.0,7.0,100.0,149.0,149.0,149.0,149.0
79,GRB-005,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),7.0,99.0,7.0,100.0,99.0,99.0,99.0,99.0
80,TRB-405,Item Code,TRB-405,Gross Req,0.0,174.0,0.0,47.0,63.0,2.0,62.0,0.0
81,TRB-405,Description,140mm Trail Mountain Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,TRB-405,Current stock,23.0,planned_receipt,0.0,287.0,0.0,130.0,57.0,50.0,50.0,0.0
83,TRB-405,Lead Time,3,planned_release,0.0,287.0,80.0,107.0,50.0,0.0,50.0,0.0
84,TRB-405,Safety Stock,100,Balance,23.0,-151.0,23.0,-24.0,-87.0,-89.0,-151.0,-151.0
85,TRB-405,Order Policy,FOQ,Balance (+SR),23.0,-151.0,23.0,-24.0,-87.0,-89.0,-151.0,-151.0
86,TRB-405,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),23.0,136.0,23.0,106.0,100.0,148.0,136.0,136.0
87,TRB-405,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),23.0,-71.0,23.0,56.0,-7.0,-9.0,-71.0,-71.0
88,TRB-403,Item Code,TRB-403,Gross Req,0.0,112.0,0.0,2.0,54.0,1.0,0.0,55.0
89,TRB-403,Description,140mm Trail Mountain Bike - Small,Scheduled Rcpt,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
90,TRB-403,Current stock,8.0,planned_receipt,0.0,197.0,0.0,94.0,50.0,0.0,0.0,53.0
91,TRB-403,Lead Time,3,planned_release,94.0,103.0,0.0,50.0,0.0,0.0,53.0,0.0
92,TRB-403,Safety Stock,100,Balance,8.0,-104.0,8.0,6.0,-48.0,-49.0,-49.0,-104.0
93,TRB-403,Order Policy,FOQ,Balance (+SR),8.0,-97.0,8.0,13.0,-41.0,-42.0,-42.0,-97.0
94,TRB-403,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),8.0,100.0,8.0,107.0,103.0,102.0,102.0,100.0
95,TRB-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),8.0,-3.0,8.0,107.0,53.0,52.0,52.0,-3.0
96,TRB-407,Item Code,TRB-407,Gross Req,0.0,285.0,0.0,2.0,145.0,53.0,36.0,49.0
97,TRB-407,Description,140mm Trail Mountain Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,TRB-407,Current stock,14.0,planned_receipt,0.0,393.0,0.0,88.0,155.0,50.0,50.0,50.0
99,TRB-407,Lead Time,3,planned_release,88.0,355.0,0.0,50.0,155.0,50.0,50.0,50.0
100,TRB-407,Safety Stock,100,Balance,14.0,-271.0,14.0,12.0,-133.0,-186.0,-222.0,-271.0
101,TRB-407,Order Policy,FOQ,Balance (+SR),14.0,-271.0,14.0,12.0,-133.0,-186.0,-222.0,-271.0
102,TRB-407,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),14.0,122.0,14.0,100.0,110.0,107.0,121.0,122.0
103,TRB-407,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),14.0,-183.0,14.0,100.0,-45.0,-98.0,-134.0,-183.0
104,GRB-007,Item Code,GRB-007,Gross Req,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
105,GRB-007,Description,20GR Gravel Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,GRB-007,Current stock,9.0,planned_receipt,0.0,142.0,0.0,92.0,0.0,50.0,0.0,0.0
107,GRB-007,Lead Time,3,planned_release,0.0,142.0,0.0,92.0,0.0,50.0,0.0,0.0
108,GRB-007,Safety Stock,100,Balance,9.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0
109,GRB-007,Order Policy,FOQ,Balance (+SR),9.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0
110,GRB-007,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),9.0,149.0,9.0,100.0,100.0,149.0,149.0,149.0
111,GRB-007,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),9.0,99.0,9.0,100.0,100.0,99.0,99.0,99.0
112,WLS-427,Item Code,WLS-427,Gross Req,188.0,730.0,0.0,320.0,196.0,3.0,133.0,78.0
113,WLS-427,Description,Wheelset 275 with Enduro/Trail Wide rims,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,WLS-427,Current stock,53.0,planned_receipt,135.0,730.0,0.0,320.0,196.0,4.0,132.0,78.0
115,WLS-427,Lead Time,3,planned_release,311.0,612.0,0.0,228.0,112.0,4.0,268.0,0.0
116,WLS-427,Safety Stock,0,Balance,-135.0,-865.0,-135.0,-455.0,-651.0,-654.0,-787.0,-865.0
117,WLS-427,Order Policy,FOQ,Balance (+SR),-135.0,-865.0,-135.0,-455.0,-651.0,-654.0,-787.0,-865.0
118,WLS-427,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,WLS-427,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-94.0,-824.0,-94.0,-414.0,-610.0,-613.0,-746.0,-824.0
120,CST-050,Item Code,CST-050,Gross Req,0.0,430.0,0.0,380.0,0.0,50.0,0.0,0.0
121,CST-050,Description,Carbon light Stem 50mm,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,CST-050,Current stock,41.0,planned_receipt,0.0,389.0,0.0,339.0,0.0,50.0,0.0,0.0
123,CST-050,Lead Time,30,planned_release,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,CST-050,Safety Stock,0,Balance,41.0,-389.0,41.0,-339.0,-339.0,-389.0,-389.0,-389.0
125,CST-050,Order Policy,FOQ,Balance (+SR),41.0,-389.0,41.0,-339.0,-339.0,-389.0,-389.0,-389.0
126,CST-050,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
127,CST-050,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),41.0,-150.0,41.0,-100.0,-100.0,-150.0,-150.0,-150.0
128,FRK-429,Item Code,FRK-429,Gross Req,129.0,975.0,195.0,299.0,100.0,159.0,162.0,60.0
129,FRK-429,Description,RockShox SID Ultimate fork 295,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,FRK-429,Current stock,52.0,planned_receipt,80.0,975.0,195.0,300.0,100.0,155.0,165.0,60.0
131,FRK-429,Lead Time,14,planned_release,675.0,595.0,0.0,155.0,165.0,110.0,105.0,60.0
132,FRK-429,Safety Stock,0,Balance,-77.0,-1052.0,-272.0,-571.0,-671.0,-830.0,-992.0,-1052.0
133,FRK-429,Order Policy,FOQ,Balance (+SR),-77.0,-1052.0,-272.0,-571.0,-671.0,-830.0,-992.0,-1052.0
134,FRK-429,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),3.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0
135,FRK-429,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),3.0,-972.0,-192.0,-491.0,-591.0,-750.0,-912.0,-972.0
136,TRF-405,Item Code,TRF-405,Gross Req,0.0,687.0,80.0,190.0,209.0,46.0,162.0,0.0
137,TRF-405,Description,140mm Trail Frameset - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,TRF-405,Current stock,18.0,planned_receipt,0.0,669.0,62.0,190.0,209.0,46.0,162.0,0.0
139,TRF-405,Lead Time,7,planned_release,252.0,459.0,0.0,209.0,46.0,162.0,0.0,42.0
140,TRF-405,Safety Stock,0,Balance,18.0,-669.0,-62.0,-252.0,-461.0,-507.0,-669.0,-669.0
141,TRF-405,Order Policy,FOQ,Balance (+SR),18.0,-669.0,-62.0,-252.0,-461.0,-507.0,-669.0,-669.0
142,TRF-405,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,TRF-405,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),18.0,-607.0,0.0,-190.0,-399.0,-445.0,-607.0,-607.0
144,ACR-032,Item Code,ACR-032,Gross Req,228.0,323.0,0.0,175.0,100.0,0.0,0.0,48.0
145,ACR-032,Description,Chainring 32T Alloy SB,Scheduled Rcpt,0.0,71.0,0.0,56.0,0.0,15.0,0.0,0.0
146,ACR-032,Current stock,85.0,planned_receipt,145.0,250.0,0.0,120.0,100.0,0.0,0.0,30.0
147,ACR-032,Lead Time,14,planned_release,365.0,70.0,0.0,0.0,0.0,30.0,40.0,0.0
148,ACR-032,Safety Stock,0,Balance,-143.0,-466.0,-143.0,-318.0,-418.0,-418.0,-418.0,-466.0
149,ACR-032,Order Policy,FOQ,Balance (+SR),-143.0,-395.0,-143.0,-262.0,-362.0,-347.0,-347.0,-395.0
150,ACR-032,Rounding Value / MOQ,[5/ 10],Balance(+SR+PR),2.0,0.0,2.0,3.0,3.0,18.0,18.0,0.0
151,ACR-032,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-48.0,-300.0,-48.0,-167.0,-267.0,-252.0,-252.0,-300.0
152,MEC-913,Item Code,MEC-913,Gross Req,129.0,1405.0,195.0,679.0,100.0,209.0,162.0,60.0
153,MEC-913,Description,Shimano XTR M8000 Derailleur 12 speed,Scheduled Rcpt,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
154,MEC-913,Current stock,58.0,planned_receipt,75.0,1385.0,195.0,655.0,100.0,210.0,165.0,60.0
155,MEC-913,Lead Time,10,planned_release,1025.0,590.0,0.0,160.0,105.0,220.0,105.0,0.0
156,MEC-913,Safety Stock,0,Balance,-71.0,-1476.0,-266.0,-945.0,-1045.0,-1254.0,-1416.0,-1476.0
157,MEC-913,Order Policy,FOQ,Balance (+SR),-71.0,-1456.0,-266.0,-925.0,-1025.0,-1234.0,-1396.0,-1456.0
158,MEC-913,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),4.0,4.0,4.0,0.0,0.0,1.0,4.0,4.0
159,MEC-913,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),4.0,-1381.0,-191.0,-850.0,-950.0,-1159.0,-1321.0,-1381.0
160,GRF-007,Item Code,GRF-007,Gross Req,0.0,142.0,0.0,92.0,0.0,50.0,0.0,0.0
161,GRF-007,Description,20GR Gravel/CX Bike Frameset - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,GRF-007,Current stock,5.0,planned_receipt,0.0,137.0,0.0,87.0,0.0,50.0,0.0,0.0
163,GRF-007,Lead Time,7,planned_release,87.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
164,GRF-007,Safety Stock,0,Balance,5.0,-137.0,5.0,-87.0,-87.0,-137.0,-137.0,-137.0
165,GRF-007,Order Policy,FOQ,Balance (+SR),5.0,-137.0,5.0,-87.0,-87.0,-137.0,-137.0,-137.0
166,GRF-007,Rounding Value / MOQ,[1/ 2],Balance(+SR+PR),5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
167,GRF-007,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),5.0,-50.0,5.0,0.0,0.0,-50.0,-50.0,-50.0
168,SHX-708,Item Code,SHX-708,Gross Req,182.0,752.0,80.0,214.0,205.0,50.0,153.0,50.0
169,SHX-708,Description,RockShox Super Deluxe Ultimate Air RCT,Scheduled Rcpt,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
170,SHX-708,Current stock,37.0,planned_receipt,145.0,735.0,80.0,215.0,185.0,50.0,155.0,50.0
171,SHX-708,Lead Time,7,planned_release,440.0,590.0,0.0,185.0,50.0,155.0,150.0,50.0
172,SHX-708,Safety Stock,0,Balance,-145.0,-897.0,-225.0,-439.0,-644.0,-694.0,-847.0,-897.0
173,SHX-708,Order Policy,FOQ,Balance (+SR),-145.0,-877.0,-225.0,-419.0,-624.0,-674.0,-827.0,-877.0
174,SHX-708,Rounding Value / MOQ,[5/ 17],Balance(+SR+PR),0.0,3.0,0.0,21.0,1.0,1.0,3.0,3.0
175,SHX-708,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-85.0,-817.0,-165.0,-359.0,-564.0,-614.0,-767.0,-817.0
176,BRK-134,Item Code,BRK-134,Gross Req,0.0,430.0,0.0,380.0,0.0,50.0,0.0,0.0
177,BRK-134,Description,Shimano GRX Disc Brake Front,Scheduled Rcpt,0.0,148.0,100.0,48.0,0.0,0.0,0.0,0.0
178,BRK-134,Current stock,21.0,planned_receipt,0.0,265.0,0.0,215.0,0.0,50.0,0.0,0.0
179,BRK-134,Lead Time,10,planned_release,215.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0
180,BRK-134,Safety Stock,0,Balance,21.0,-409.0,21.0,-359.0,-359.0,-409.0,-409.0,-409.0
181,BRK-134,Order Policy,FOQ,Balance (+SR),21.0,-261.0,121.0,-211.0,-211.0,-261.0,-261.0,-261.0
182,BRK-134,Rounding Value / MOQ,[5/ 12],Balance(+SR+PR),21.0,4.0,121.0,4.0,4.0,4.0,4.0,4.0
183,BRK-134,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),21.0,-146.0,121.0,-96.0,-96.0,-146.0,-146.0,-146.0
184,TYR-729,Item Code,TYR-729,Gross Req,134.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
185,TYR-729,Description,"Maxxis Minion DHF Folding Tyre 29x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,TYR-729,Current stock,100.0,planned_receipt,34.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
187,TYR-729,Lead Time,30,planned_release,154.0,184.0,48.0,0.0,36.0,0.0,50.0,50.0
188,TYR-729,Safety Stock,0,Balance,-34.0,-202.0,-34.0,-104.0,-154.0,-154.0,-154.0,-202.0
189,TYR-729,Order Policy,FOQ,Balance (+SR),-34.0,-202.0,-34.0,-104.0,-154.0,-154.0,-154.0,-202.0
190,TYR-729,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,TYR-729,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-168.0,0.0,-70.0,-120.0,-120.0,-120.0,-168.0
192,SHX-410,Item Code,SHX-410,Gross Req,129.0,975.0,195.0,299.0,100.0,159.0,162.0,60.0
193,SHX-410,Description,RockShox SIDLUXE Ultimate,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,SHX-410,Current stock,52.0,planned_receipt,80.0,975.0,195.0,300.0,100.0,155.0,165.0,60.0
195,SHX-410,Lead Time,14,planned_release,675.0,595.0,0.0,155.0,165.0,110.0,105.0,60.0
196,SHX-410,Safety Stock,0,Balance,-77.0,-1052.0,-272.0,-571.0,-671.0,-830.0,-992.0,-1052.0
197,SHX-410,Order Policy,FOQ,Balance (+SR),-77.0,-1052.0,-272.0,-571.0,-671.0,-830.0,-992.0,-1052.0
198,SHX-410,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),3.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0
199,SHX-410,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),3.0,-972.0,-192.0,-491.0,-591.0,-750.0,-912.0,-972.0
200,TYR-229,Item Code,TYR-229,Gross Req,258.0,1950.0,390.0,598.0,200.0,318.0,324.0,120.0
201,TYR-229,Description,"Maxxis Rekon Folding Tyre 29x2.20""",Scheduled Rcpt,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
202,TYR-229,Current stock,104.0,planned_receipt,155.0,1930.0,390.0,580.0,200.0,315.0,325.0,120.0
203,TYR-229,Lead Time,14,planned_release,1325.0,1190.0,0.0,315.0,325.0,225.0,210.0,115.0
204,TYR-229,Safety Stock,0,Balance,-154.0,-2104.0,-544.0,-1142.0,-1342.0,-1660.0,-1984.0,-2104.0
205,TYR-229,Order Policy,FOQ,Balance (+SR),-154.0,-2084.0,-544.0,-1122.0,-1322.0,-1640.0,-1964.0,-2084.0
206,TYR-229,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0
207,TYR-229,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),1.0,-1929.0,-389.0,-967.0,-1167.0,-1485.0,-1809.0,-1929.0
208,HBG-440,Item Code,HBG-440,Gross Req,0.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0
209,HBG-440,Description,Handlebars Gravel 440mm,Scheduled Rcpt,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
210,HBG-440,Current stock,6.0,planned_receipt,0.0,135.0,0.0,135.0,0.0,0.0,0.0,0.0
211,HBG-440,Lead Time,7,planned_release,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
