,Item Code,Field,Field Value,MRP_element,overdue,total,"01/01 ,, W52Y22,","02/01 ,, W01Y23,","03/01,","04/01,","05/01,","06/01,","07/01,","08/01,","09/01 ,, W02Y23,","10/01,","11/01,","12/01,","13/01,","14/01,","15/01,","16/01 ,, W03Y23,","17/01,","18/01,","19/01,","20/01,","21/01,","22/01,","23/01 ,, W04Y23,","24/01,","25/01,","26/01,","27/01,","28/01,","29/01,","30/01 ,, W05Y23,","31/01,"
14,ENB-705,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),33.0,147.0,33.0,33.0,33.0,33.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0
15,ENB-705,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),33.0,97.0,33.0,33.0,33.0,33.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
16,TRB-405,Item Code,TRB-405,Gross Req,0.0,174.0,0.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0
17,TRB-405,Description,140mm Trail Mountain Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,TRB-405,Current stock,23.0,planned_receipt,0.0,287.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
19,TRB-405,Lead Time,3,planned_release,0.0,287.0,80.0,50.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
20,TRB-405,Safety Stock,100,Balance,23.0,-151.0,23.0,23.0,23.0,20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-151.0,-151.0,-151.0,-151.0
21,TRB-405,Order Policy,FOQ,Balance (+SR),23.0,-151.0,23.0,23.0,23.0,20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-151.0,-151.0,-151.0,-151.0
22,TRB-405,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),23.0,136.0,23.0,23.0,23.0,100.0,106.0,106.0,106.0,106.0,106.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,136.0,136.0,136.0,136.0
23,TRB-405,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),23.0,-71.0,23.0,23.0,23.0,100.0,56.0,56.0,56.0,56.0,56.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-71.0,-71.0,-71.0,-71.0
24,TRB-407,Item Code,TRB-407,Gross Req,0.0,285.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,59.0,40.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
25,TRB-407,Description,140mm Trail Mountain Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,TRB-407,Current stock,14.0,planned_receipt,0.0,393.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,55.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
27,TRB-407,Lead Time,3,planned_release,88.0,355.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,55.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0
28,TRB-407,Safety Stock,100,Balance,14.0,-271.0,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,-33.0,-33.0,-33.0,-33.0,-34.0,-93.0,-133.0,-185.0,-185.0,-185.0,-185.0,-186.0,-186.0,-186.0,-186.0,-222.0,-222.0,-222.0,-222.0,-222.0,-222.0,-222.0,-271.0
29,TRB-407,Order Policy,FOQ,Balance (+SR),14.0,-271.0,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,-33.0,-33.0,-33.0,-33.0,-34.0,-93.0,-133.0,-185.0,-185.0,-185.0,-185.0,-186.0,-186.0,-186.0,-186.0,-222.0,-222.0,-222.0,-222.0,-222.0,-222.0,-222.0,-271.0
30,TRB-407,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),14.0,122.0,14.0,14.0,100.0,100.0,100.0,100.0,100.0,100.0,105.0,105.0,105.0,105.0,104.0,100.0,110.0,108.0,108.0,108.0,108.0,107.0,107.0,107.0,107.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,122.0
31,TRB-407,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),14.0,-183.0,14.0,14.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,55.0,55.0,55.0,54.0,-5.0,-45.0,-97.0,-97.0,-97.0,-97.0,-98.0,-98.0,-98.0,-98.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-183.0
32,GRB-007,Item Code,GRB-007,Gross Req,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,GRB-007,Description,20GR Gravel Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,GRB-007,Current stock,9.0,planned_receipt,0.0,142.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,GRB-007,Lead Time,3,planned_release,0.0,142.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,GRB-007,Safety Stock,100,Balance,9.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
37,GRB-007,Order Policy,FOQ,Balance (+SR),9.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
38,GRB-007,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),9.0,149.0,9.0,9.0,9.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0
39,GRB-007,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),9.0,99.0,9.0,9.0,9.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
40,XCB-107,Item Code,XCB-107,Gross Req,0.0,195.0,0.0,0.0,0.0,105.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
41,XCB-107,Description,110mm XC Mountain Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,XCB-107,Current stock,10.0,planned_receipt,0.0,295.0,0.0,0.0,0.0,195.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
43,XCB-107,Lead Time,3,planned_release,0.0,295.0,195.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,XCB-107,Safety Stock,100,Balance,10.0,-185.0,10.0,10.0,10.0,-95.0,-95.0,-96.0,-96.0,-96.0,-137.0,-137.0,-137.0,-137.0,-138.0,-138.0,-138.0,-138.0,-138.0,-138.0,-139.0,-139.0,-139.0,-139.0,-139.0,-139.0,-185.0,-185.0,-185.0,-185.0,-185.0,-185.0,-185.0
45,XCB-107,Order Policy,FOQ,Balance (+SR),10.0,-185.0,10.0,10.0,10.0,-95.0,-95.0,-96.0,-96.0,-96.0,-137.0,-137.0,-137.0,-137.0,-138.0,-138.0,-138.0,-138.0,-138.0,-138.0,-139.0,-139.0,-139.0,-139.0,-139.0,-139.0,-185.0,-185.0,-185.0,-185.0,-185.0,-185.0,-185.0
46,XCB-107,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),10.0,110.0,10.0,10.0,10.0,100.0,100.0,149.0,149.0,149.0,108.0,108.0,108.0,108.0,107.0,107.0,107.0,107.0,107.0,107.0,106.0,106.0,106.0,106.0,106.0,106.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
47,XCB-107,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),10.0,10.0,10.0,10.0,10.0,100.0,100.0,99.0,99.0,99.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
48,TRB-403,Item Code,TRB-403,Gross Req,0.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
49,TRB-403,Description,140mm Trail Mountain Bike - Small,Scheduled Rcpt,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,TRB-403,Current stock,8.0,planned_receipt,0.0,197.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
51,TRB-403,Lead Time,3,planned_release,94.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
52,TRB-403,Safety Stock,100,Balance,8.0,-104.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-104.0
53,TRB-403,Order Policy,FOQ,Balance (+SR),8.0,-97.0,8.0,6.0,6.0,6.0,13.0,13.0,13.0,13.0,12.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-97.0
54,TRB-403,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),8.0,100.0,8.0,100.0,100.0,100.0,107.0,107.0,107.0,107.0,106.0,103.0,103.0,103.0,103.0,103.0,103.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0
55,TRB-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),8.0,-3.0,8.0,100.0,100.0,100.0,107.0,107.0,107.0,107.0,106.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,-3.0
56,GRB-003,Item Code,GRB-003,Gross Req,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,GRB-003,Description,20GR Gravel Bike - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,GRB-003,Current stock,7.0,planned_receipt,0.0,144.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,GRB-003,Lead Time,3,planned_release,0.0,144.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,GRB-003,Safety Stock,100,Balance,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
61,GRB-003,Order Policy,FOQ,Balance (+SR),7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
62,GRB-003,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),7.0,149.0,7.0,7.0,7.0,7.0,7.0,100.0,100.0,100.0,100.0,100.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0
63,GRB-003,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),7.0,99.0,7.0,7.0,7.0,7.0,7.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
64,XCB-103,Item Code,XCB-103,Gross Req,0.0,411.0,0.0,0.0,46.0,0.0,0.0,58.0,0.0,0.0,0.0,53.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,41.0,0.0,0.0
65,XCB-103,Description,110mm XC Mountain Bike - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,XCB-103,Current stock,17.0,planned_receipt,0.0,503.0,0.0,0.0,129.0,0.0,0.0,58.0,0.0,0.0,0.0,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,50.0,0.0,0.0
67,XCB-103,Lead Time,3,planned_release,129.0,374.0,0.0,0.0,58.0,0.0,0.0,0.0,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
68,XCB-103,Safety Stock,100,Balance,17.0,-394.0,17.0,17.0,-29.0,-29.0,-29.0,-87.0,-87.0,-87.0,-87.0,-140.0,-188.0,-188.0,-188.0,-188.0,-188.0,-188.0,-189.0,-189.0,-249.0,-297.0,-297.0,-297.0,-297.0,-297.0,-297.0,-297.0,-353.0,-353.0,-394.0,-394.0,-394.0
69,XCB-103,Order Policy,FOQ,Balance (+SR),17.0,-394.0,17.0,17.0,-29.0,-29.0,-29.0,-87.0,-87.0,-87.0,-87.0,-140.0,-188.0,-188.0,-188.0,-188.0,-188.0,-188.0,-189.0,-189.0,-249.0,-297.0,-297.0,-297.0,-297.0,-297.0,-297.0,-297.0,-353.0,-353.0,-394.0,-394.0,-394.0
70,XCB-103,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),17.0,109.0,17.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,102.0,102.0,102.0,102.0,102.0,101.0,101.0,100.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,100.0,109.0,109.0,109.0
71,XCB-103,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),17.0,-265.0,17.0,17.0,100.0,100.0,100.0,42.0,42.0,42.0,42.0,-11.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-60.0,-60.0,-120.0,-168.0,-168.0,-168.0,-168.0,-168.0,-168.0,-168.0,-224.0,-224.0,-265.0,-265.0,-265.0
72,TAIDUC-002,Item Code,TAIDUC-002,Gross Req,2896.0,4104.0,129.0,98.0,113.0,87.0,63.0,145.0,201.0,16.0,110.0,126.0,217.0,165.0,70.0,232.0,125.0,207.0,238.0,246.0,68.0,162.0,113.0,124.0,64.0,70.0,165.0,49.0,179.0,144.0,175.0,157.0,46.0
73,TAIDUC-002,Description,"Trading RM, Pokemon Fish 002",Scheduled Rcpt,0.0,220.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,TAIDUC-002,Current stock,392.0,planned_receipt,3240.0,4420.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
75,TAIDUC-002,Lead Time,21,planned_release,5920.0,4700.0,0.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0
76,TAIDUC-002,Safety Stock,500,Balance,-2504.0,-6608.0,-2633.0,-2731.0,-2844.0,-2931.0,-2994.0,-3139.0,-3340.0,-3356.0,-3466.0,-3592.0,-3809.0,-3974.0,-4044.0,-4276.0,-4401.0,-4608.0,-4846.0,-5092.0,-5160.0,-5322.0,-5435.0,-5559.0,-5623.0,-5693.0,-5858.0,-5907.0,-6086.0,-6230.0,-6405.0,-6562.0,-6608.0
77,TAIDUC-002,Order Policy,WEEKLY_CALENDAR,Balance (+SR),-2504.0,-6388.0,-2633.0,-2731.0,-2724.0,-2811.0,-2874.0,-3019.0,-3220.0,-3236.0,-3346.0,-3472.0,-3689.0,-3854.0,-3924.0,-4156.0,-4281.0,-4488.0,-4726.0,-4972.0,-5040.0,-5102.0,-5215.0,-5339.0,-5403.0,-5473.0,-5638.0,-5687.0,-5866.0,-6010.0,-6185.0,-6342.0,-6388.0
