,item_code,req_date,gross_req_qty,source,source_item,urgency_status,demand_type
41,ENF-707,2023-01-11,2.0,Sales_Order,,,Independent
42,WLS-127,2023-01-18,4.0,Sales_Order,,,Independent
43,ENB-705,2023-01-12,3.0,Sales_Order,,,Independent
44,ENB-707,2023-01-12,3.0,Sales_Order,,,Independent
45,WLS-723,2023-01-19,4.0,Sales_Order,,,Independent
46,WLS-427,2023-01-19,3.0,Sales_Order,,,Independent
47,XCB-107,2023-01-19,1.0,Sales_Order,,,Independent
48,ENF-705,2023-01-13,2.0,Sales_Order,,,Independent
49,WLS-429,2023-01-20,3.0,Sales_Order,,,Independent
50,GRB-007,2023-01-20,1.0,Sales_Order,,,Independent
51,TRB-407,2023-01-20,1.0,Sales_Order,,,Independent
52,ENF-703,2023-01-13,1.0,Sales_Order,,,Independent
53,XCB-105,2023-01-20,1.0,Sales_Order,,,Independent
54,XCF-103,2023-01-20,5.0,Sales_Order,,,Independent
55,ENF-703,2023-01-20,100.0,Sales_Order,,,Independent
56,XCB-107,2023-01-04,48.0,Sales_Order,,,Independent
57,WLS-427,2023-01-05,46.0,Sales_Order,,,Independent
58,WLS-427,2023-01-03,60.0,Sales_Order,,,Independent
59,WLS-427,2023-01-06,48.0,Sales_Order,,,Independent
60,XCF-105,2023-01-07,35.0,Sales_Order,,,Independent
61,RIM-700,2023-01-05,48.0,Sales_Order,,,Independent
62,XCB-107,2023-01-04,57.0,Sales_Order,,,Independent
63,TRB-405,2023-01-05,44.0,Sales_Order,,,Independent
64,ASL-170,2023-01-09,40.0,Sales_Order,,,Independent
65,TRF-405,2023-01-05,38.0,Sales_Order,,,Independent
66,XCB-107,2023-01-09,41.0,Sales_Order,,,Independent
67,ASL-110,2023-01-08,23.0,Sales_Order,,,Independent
68,TRB-407,2023-01-09,45.0,Sales_Order,,,Independent
69,WLS-127,2023-01-04,47.0,Sales_Order,,,Independent
70,ENB-703,2023-01-05,59.0,Sales_Order,,,Independent
71,TRF-405,2023-01-03,45.0,Sales_Order,,,Independent
72,XCB-103,2023-01-03,46.0,Sales_Order,,,Independent
73,XCB-103,2023-01-11,46.0,Sales_Order,,,Independent
74,WLS-723,2023-01-06,46.0,Sales_Order,,,Independent
75,XCB-103,2023-01-10,53.0,Sales_Order,,,Independent
76,WLS-427,2023-01-10,24.0,Sales_Order,,,Independent
77,XCF-105,2023-01-07,65.0,Sales_Order,,,Independent
78,XCB-103,2023-01-06,56.0,Sales_Order,,,Independent
79,TRF-405,2023-01-09,45.0,Sales_Order,,,Independent
80,TRF-403,2023-01-05,53.0,Sales_Order,,,Independent
81,XCF-103,2023-01-08,41.0,Sales_Order,,,Independent
82,WLS-429,2023-01-08,64.0,Sales_Order,,,Independent
83,XCF-103,2023-01-15,49.0,Sales_Order,,,Independent
84,ENB-703,2023-01-15,55.0,Sales_Order,,,Independent
85,WLS-427,2023-01-09,58.0,Sales_Order,,,Independent
86,TRF-405,2023-01-09,62.0,Sales_Order,,,Independent
87,TRB-403,2023-01-10,53.0,Sales_Order,,,Independent
88,TRF-405,2023-01-09,52.0,Sales_Order,,,Independent
89,XCF-103,2023-01-10,56.0,Sales_Order,,,Independent
90,XCB-105,2023-01-13,51.0,Sales_Order,,,Independent
91,ASL-110,2023-01-14,37.0,Sales_Order,,,Independent
92,RIM-427,2023-01-17,59.0,Sales_Order,,,Independent
93,WLS-429,2023-01-10,51.0,Sales_Order,,,Independent
94,TRB-407,2023-01-14,59.0,Sales_Order,,,Independent
95,TRB-405,2023-01-10,61.0,Sales_Order,,,Independent
96,TRB-407,2023-01-16,52.0,Sales_Order,,,Independent
97,WLS-427,2023-01-15,62.0,Sales_Order,,,Independent
98,RIM-429,2023-01-14,36.0,Sales_Order,,,Independent
99,XCF-107,2023-01-17,48.0,Sales_Order,,,Independent
100,XCF-103,2023-01-11,40.0,Sales_Order,,,Independent
101,TRB-407,2023-01-15,40.0,Sales_Order,,,Independent
102,XCB-103,2023-01-19,60.0,Sales_Order,,,Independent
103,TRF-403,2023-01-22,56.0,Sales_Order,,,Independent
104,ENB-707,2023-01-14,50.0,Sales_Order,,,Independent
105,XCF-103,2023-01-21,56.0,Sales_Order,,,Independent
106,WLS-429,2023-01-16,43.0,Sales_Order,,,Independent
107,XCF-105,2023-01-21,56.0,Sales_Order,,,Independent
108,RIM-700,2023-01-24,67.0,Sales_Order,,,Independent
109,RIM-427,2023-01-21,44.0,Sales_Order,,,Independent
110,TRF-403,2023-01-23,44.0,Sales_Order,,,Independent
111,ASL-110,2023-01-17,63.0,Sales_Order,,,Independent
112,XCB-107,2023-01-25,46.0,Sales_Order,,,Independent
113,ASL-140,2023-01-19,62.0,Sales_Order,,,Independent
114,XCF-103,2023-01-24,60.0,Sales_Order,,,Independent
115,ASL-170,2023-01-24,52.0,Sales_Order,,,Independent
116,WLS-127,2023-01-19,75.0,Sales_Order,,,Independent
117,WLS-723,2023-01-21,44.0,Sales_Order,,,Independent
118,XCF-105,2023-01-20,59.0,Sales_Order,,,Independent
119,TRB-407,2023-01-24,36.0,Sales_Order,,,Independent
120,WLS-427,2023-01-27,47.0,Sales_Order,,,Independent
121,WLS-127,2023-01-22,51.0,Sales_Order,,,Independent
122,XCF-105,2023-01-24,58.0,Sales_Order,,,Independent
123,TRF-403,2023-01-21,48.0,Sales_Order,,,Independent
124,WLS-127,2023-01-23,34.0,Sales_Order,,,Independent
125,GRK-000,2023-01-24,58.0,Sales_Order,,,Independent
126,TRF-407,2023-01-28,48.0,Sales_Order,,,Independent
127,WLS-429,2023-01-20,62.0,Sales_Order,,,Independent
128,ASL-140,2023-01-24,35.0,Sales_Order,,,Independent
129,WLS-427,2023-01-27,33.0,Sales_Order,,,Independent
130,ENF-703,2023-01-22,64.0,Sales_Order,,,Independent
131,XCB-103,2023-01-20,48.0,Sales_Order,,,Independent
132,XCB-103,2023-01-29,41.0,Sales_Order,,,Independent
133,XCF-103,2023-01-29,54.0,Sales_Order,,,Independent
134,XCB-105,2023-01-24,41.0,Sales_Order,,,Independent
135,WLS-127,2023-01-28,59.0,Sales_Order,,,Independent
136,ENF-703,2023-01-24,52.0,Sales_Order,,,Independent
137,TRF-405,2023-01-22,46.0,Sales_Order,,,Independent
138,XCB-105,2023-01-30,64.0,Sales_Order,,,Independent
139,TRF-405,2023-01-25,59.0,Sales_Order,,,Independent
140,TRB-405,2023-01-28,62.0,Sales_Order,,,Independent
141,WLS-429,2023-01-23,39.0,Sales_Order,,,Independent
142,TRF-405,2023-01-26,53.0,Sales_Order,,,Independent
143,TRB-407,2023-01-31,49.0,Sales_Order,,,Independent
144,TRF-407,2023-01-26,53.0,Sales_Order,,,Independent
145,ASL-110,2023-01-30,64.0,Sales_Order,,,Independent
146,XCF-103,2023-01-27,42.0,Sales_Order,,,Independent
147,XCB-103,2023-01-27,56.0,Sales_Order,,,Independent
148,TRF-403,2023-01-27,55.0,Sales_Order,,,Independent
149,WLS-427,2023-01-31,78.0,Sales_Order,,,Independent
150,ASL-170,2023-01-27,45.0,Sales_Order,,,Independent
151,TRB-403,2023-01-31,55.0,Sales_Order,,,Independent
152,WLS-127,2023-01-28,40.0,Sales_Order,,,Independent
153,WLS-127,2023-01-29,50.0,Sales_Order,,,Independent
154,XCF-107,2023-01-30,64.0,Sales_Order,,,Independent
155,XCF-103,2023-01-30,38.0,Sales_Order,,,Independent
156,TRF-403,2023-02-01,55.0,Sales_Order,,,Independent
157,XCB-105,2023-02-03,60.0,Sales_Order,,,Independent
158,WLS-429,2023-02-04,51.0,Sales_Order,,,Independent
159,WLS-427,2023-02-01,58.0,Sales_Order,,,Independent
160,XCF-103,2023-02-02,40.0,Sales_Order,,,Independent
161,TRF-403,2023-02-02,39.0,Sales_Order,,,Independent
162,WLS-429,2023-02-06,58.0,Sales_Order,,,Independent
163,ASL-110,2023-02-07,64.0,Sales_Order,,,Independent
164,XCF-105,2023-02-04,44.0,Sales_Order,,,Independent
165,WLS-723,2023-02-05,49.0,Sales_Order,,,Independent
166,TRB-407,2023-02-06,59.0,Sales_Order,,,Independent
167,TRB-407,2023-02-10,45.0,Sales_Order,,,Independent
168,XCF-107,2023-02-04,28.0,Sales_Order,,,Independent
169,WLS-427,2023-02-09,33.0,Sales_Order,,,Independent
170,ASL-110,2023-02-04,66.0,Sales_Order,,,Independent
171,TRB-407,2023-02-02,52.0,Sales_Order,,,Independent
172,XCF-103,2023-02-07,47.0,Sales_Order,,,Independent
173,WLS-127,2023-02-08,75.0,Sales_Order,,,Independent
174,XCB-107,2023-02-04,63.0,Sales_Order,,,Independent
175,XCF-103,2023-02-12,60.0,Sales_Order,,,Independent
176,ASL-170,2023-02-09,45.0,Sales_Order,,,Independent
177,TRF-403,2023-02-06,56.0,Sales_Order,,,Independent
178,ASL-140,2023-02-07,49.0,Sales_Order,,,Independent
179,TRF-405,2023-02-10,52.0,Sales_Order,,,Independent
180,XCF-105,2023-02-09,58.0,Sales_Order,,,Independent
181,WLS-429,2023-02-05,51.0,Sales_Order,,,Independent
182,RIM-427,2023-02-05,44.0,Sales_Order,,,Independent
183,XCF-103,2023-02-09,48.0,Sales_Order,,,Independent
184,ENF-703,2023-02-08,64.0,Sales_Order,,,Independent
185,XCB-103,2023-02-09,64.0,Sales_Order,,,Independent
186,TRB-407,2023-02-07,37.0,Sales_Order,,,Independent
187,WLS-127,2023-02-08,40.0,Sales_Order,,,Independent
188,TRF-405,2023-02-06,42.0,Sales_Order,,,Independent
189,WLS-723,2023-02-16,50.0,Sales_Order,,,Independent
190,XCB-107,2023-02-17,61.0,Sales_Order,,,Independent
191,TRF-405,2023-02-13,62.0,Sales_Order,,,Independent
192,WLS-127,2023-02-17,51.0,Sales_Order,,,Independent
193,WLS-429,2023-02-14,55.0,Sales_Order,,,Independent
194,WLS-723,2023-02-16,40.0,Sales_Order,,,Independent
195,XCF-107,2023-02-08,77.0,Sales_Order,,,Independent
196,RIM-429,2023-02-11,60.0,Sales_Order,,,Independent
197,XCB-107,2023-02-11,46.0,Sales_Order,,,Independent
198,XCF-103,2023-02-09,54.0,Sales_Order,,,Independent
199,ASL-110,2023-02-15,44.0,Sales_Order,,,Independent
200,XCF-103,2023-02-16,40.0,Sales_Order,,,Independent
201,ENB-707,2023-02-11,50.0,Sales_Order,,,Independent
202,WLS-127,2023-02-14,58.0,Sales_Order,,,Independent
203,TRB-407,2023-02-14,36.0,Sales_Order,,,Independent
204,ASL-140,2023-02-15,62.0,Sales_Order,,,Independent
205,XCF-105,2023-02-18,56.0,Sales_Order,,,Independent
206,RIM-429,2023-02-15,36.0,Sales_Order,,,Independent
207,XCF-103,2023-02-16,42.0,Sales_Order,,,Independent
208,TRF-407,2023-02-21,53.0,Sales_Order,,,Independent
209,GRK-000,2023-02-13,58.0,Sales_Order,,,Independent
210,XCF-107,2023-02-21,64.0,Sales_Order,,,Independent
211,XCF-107,2023-02-15,46.0,Sales_Order,,,Independent
212,WLS-723,2023-02-23,57.0,Sales_Order,,,Independent
213,TRB-407,2023-02-17,50.0,Sales_Order,,,Independent
214,ASL-110,2023-02-15,43.0,Sales_Order,,,Independent
215,XCF-105,2023-02-21,50.0,Sales_Order,,,Independent
216,TRB-405,2023-02-14,25.0,Sales_Order,,,Independent
217,ENF-703,2023-02-22,53.0,Sales_Order,,,Independent
218,ASL-170,2023-02-19,40.0,Sales_Order,,,Independent
219,WLS-723,2023-02-21,44.0,Sales_Order,,,Independent
220,ENB-703,2023-02-21,59.0,Sales_Order,,,Independent
221,XCF-103,2023-02-22,38.0,Sales_Order,,,Independent
222,WLS-427,2023-02-26,60.0,Sales_Order,,,Independent
223,XCF-105,2023-02-23,37.0,Sales_Order,,,Independent
224,WLS-723,2023-02-20,43.0,Sales_Order,,,Independent
225,TRF-405,2023-02-24,45.0,Sales_Order,,,Independent
226,TRB-407,2023-02-27,40.0,Sales_Order,,,Independent
227,WLS-429,2023-02-20,51.0,Sales_Order,,,Independent
228,WLS-429,2023-02-25,62.0,Sales_Order,,,Independent
229,TRB-403,2023-02-18,53.0,Sales_Order,,,Independent
230,RIM-127,2023-02-23,48.0,Sales_Order,,,Independent
231,WLS-427,2023-02-28,62.0,Sales_Order,,,Independent
232,WLS-127,2023-02-20,66.0,Sales_Order,,,Independent
233,TRB-407,2023-02-23,45.0,Sales_Order,,,Independent
234,TRB-405,2023-02-28,61.0,Sales_Order,,,Independent
235,WLS-429,2023-02-26,65.0,Sales_Order,,,Independent
236,ASL-110,2023-02-25,52.0,Sales_Order,,,Independent
237,XCB-103,2023-02-28,56.0,Sales_Order,,,Independent
238,WLS-127,2023-02-28,47.0,Sales_Order,,,Independent
239,XCB-103,2023-02-21,37.0,Sales_Order,,,Independent
240,XCF-103,2023-02-25,46.0,Sales_Order,,,Independent
241,TRF-407,2023-02-28,59.0,Sales_Order,,,Independent
242,WLS-127,2023-02-28,64.0,Sales_Order,,,Independent
243,TRF-403,2023-02-28,34.0,Sales_Order,,,Independent
244,XCB-107,2023-03-01,47.0,Sales_Order,,,Independent
245,WLS-429,2023-02-27,36.0,Sales_Order,,,Independent
246,TRF-407,2023-02-21,40.0,Sales_Order,,,Independent
247,ASL-140,2023-03-04,42.0,Sales_Order,,,Independent
248,ENB-707,2023-03-04,45.0,Sales_Order,,,Independent
249,TRF-403,2023-02-26,58.0,Sales_Order,,,Independent
250,TRF-403,2023-02-25,48.0,Sales_Order,,,Independent
251,XCB-107,2023-03-02,69.0,Sales_Order,,,Independent
252,RIM-700,2023-02-25,59.0,Sales_Order,,,Independent
253,ASL-110,2023-02-26,23.0,Sales_Order,,,Independent
254,XCB-103,2023-03-03,40.0,Sales_Order,,,Independent
255,XCF-103,2023-03-04,49.0,Sales_Order,,,Independent
256,TRF-407,2023-03-05,48.0,Sales_Order,,,Independent
257,ENB-703,2023-03-07,55.0,Sales_Order,,,Independent
258,XCF-107,2023-03-01,47.0,Sales_Order,,,Independent
259,XCF-105,2023-03-06,65.0,Sales_Order,,,Independent
260,XCF-103,2023-03-04,56.0,Sales_Order,,,Independent
261,TRF-405,2023-02-28,45.0,Sales_Order,,,Independent
262,ENB-705,2023-02-26,53.0,Sales_Order,,,Independent
263,ASL-170,2023-03-06,52.0,Sales_Order,,,Independent
264,XCB-107,2023-03-08,44.0,Sales_Order,,,Independent
265,XCB-105,2023-02-28,49.0,Sales_Order,,,Independent
266,TRB-407,2023-03-03,68.0,Sales_Order,,,Independent
267,RIM-427,2023-03-03,59.0,Sales_Order,,,Independent
268,XCB-103,2023-03-01,46.0,Sales_Order,,,Independent
269,RIM-429,2023-03-09,41.0,Sales_Order,,,Independent
270,ASL-110,2023-03-06,47.0,Sales_Order,,,Independent
271,WLS-127,2023-02-28,59.0,Sales_Order,,,Independent
272,TRF-405,2023-03-02,59.0,Sales_Order,,,Independent
273,HBM-750,2023-03-08,60.0,Sales_Order,,,Independent
274,XCB-103,2023-03-08,49.0,Sales_Order,,,Independent
275,XCB-105,2023-03-02,50.0,Sales_Order,,,Independent
276,TRB-405,2023-03-08,62.0,Sales_Order,,,Independent
277,WLS-429,2023-03-03,52.0,Sales_Order,,,Independent
278,TRF-403,2023-03-02,44.0,Sales_Order,,,Independent
279,ENF-705,2023-03-09,57.0,Sales_Order,,,Independent
280,HBM-750,2023-03-13,32.0,Sales_Order,,,Independent
281,XCF-107,2023-03-11,38.0,Sales_Order,,,Independent
282,XCF-107,2023-03-07,41.0,Sales_Order,,,Independent
283,ENB-703,2023-03-06,56.0,Sales_Order,,,Independent
284,ASL-170,2023-03-06,53.0,Sales_Order,,,Independent
285,WLS-723,2023-03-06,32.0,Sales_Order,,,Independent
286,TRF-405,2023-03-08,53.0,Sales_Order,,,Independent
287,XCB-103,2023-03-08,56.0,Sales_Order,,,Independent
288,TRB-405,2023-03-09,55.0,Sales_Order,,,Independent
289,TRF-403,2023-03-12,53.0,Sales_Order,,,Independent
290,WLS-429,2023-03-16,39.0,Sales_Order,,,Independent
291,TRF-405,2023-03-12,53.0,Sales_Order,,,Independent
292,ASL-170,2023-03-11,47.0,Sales_Order,,,Independent
293,WLS-127,2023-03-10,51.0,Sales_Order,,,Independent
294,XCB-105,2023-03-10,42.0,Sales_Order,,,Independent
295,XCB-107,2023-03-09,50.0,Sales_Order,,,Independent
296,TRB-403,2023-03-08,74.0,Sales_Order,,,Independent
297,WLS-429,2023-03-09,50.0,Sales_Order,,,Independent
298,TRB-405,2023-03-17,44.0,Sales_Order,,,Independent
299,ASL-170,2023-03-10,45.0,Sales_Order,,,Independent
300,WLS-427,2023-03-10,78.0,Sales_Order,,,Independent
301,TRB-403,2023-03-12,63.0,Sales_Order,,,Independent
302,WLS-427,2023-03-17,54.0,Sales_Order,,,Independent
303,RIM-700,2023-03-19,48.0,Sales_Order,,,Independent
304,XCF-107,2023-03-11,44.0,Sales_Order,,,Independent
305,ENB-705,2023-03-16,36.0,Sales_Order,,,Independent
306,XCF-103,2023-03-15,59.0,Sales_Order,,,Independent
307,XCB-103,2023-03-15,51.0,Sales_Order,,,Independent
308,WLS-429,2023-03-14,48.0,Sales_Order,,,Independent
309,TRF-403,2023-03-17,52.0,Sales_Order,,,Independent
310,ASL-170,2023-03-12,52.0,Sales_Order,,,Independent
311,XCB-105,2023-03-13,46.0,Sales_Order,,,Independent
312,WLS-127,2023-03-19,56.0,Sales_Order,,,Independent
313,XCB-103,2023-03-16,47.0,Sales_Order,,,Independent
314,XCB-107,2023-03-15,68.0,Sales_Order,,,Independent
315,XCB-107,2023-03-23,41.0,Sales_Order,,,Independent
316,ASL-110,2023-03-21,54.0,Sales_Order,,,Independent
317,XCB-105,2023-03-15,50.0,Sales_Order,,,Independent
318,XCB-103,2023-03-18,38.0,Sales_Order,,,Independent
319,XCF-103,2023-03-18,57.0,Sales_Order,,,Independent
320,RIM-700,2023-03-15,67.0,Sales_Order,,,Independent
321,WLS-723,2023-03-23,49.0,Sales_Order,,,Independent
322,XCB-105,2023-03-16,51.0,Sales_Order,,,Independent
323,XCF-105,2023-03-18,34.0,Sales_Order,,,Independent
324,XCB-103,2023-03-19,41.0,Sales_Order,,,Independent
325,RIM-127,2023-03-24,59.0,Sales_Order,,,Independent
326,ASL-110,2023-03-26,41.0,Sales_Order,,,Independent
327,TRB-405,2023-03-26,46.0,Sales_Order,,,Independent
328,WLS-723,2023-03-26,65.0,Sales_Order,,,Independent
329,ASL-170,2023-03-25,40.0,Sales_Order,,,Independent
330,TRF-403,2023-03-20,33.0,Sales_Order,,,Independent
331,WLS-427,2023-03-27,54.0,Sales_Order,,,Independent
332,ASL-140,2023-03-24,73.0,Sales_Order,,,Independent
333,TRF-403,2023-03-28,36.0,Sales_Order,,,Independent
334,WLS-427,2023-03-28,52.0,Sales_Order,,,Independent
335,ENB-705,2023-03-28,44.0,Sales_Order,,,Independent
336,ASL-140,2023-03-24,35.0,Sales_Order,,,Independent
337,TRF-405,2023-03-21,45.0,Sales_Order,,,Independent
338,XCB-107,2023-03-25,60.0,Sales_Order,,,Independent
339,XCF-105,2023-03-24,46.0,Sales_Order,,,Independent
340,XCF-103,2023-03-24,62.0,Sales_Order,,,Independent
341,ENF-703,2023-03-31,52.0,Sales_Order,,,Independent
342,WLS-127,2023-03-29,50.0,Sales_Order,,,Independent
343,XCF-103,2023-03-27,56.0,Sales_Order,,,Independent
344,XCF-103,2023-03-26,55.0,Sales_Order,,,Independent
345,WLS-723,2023-03-29,61.0,Sales_Order,,,Independent
346,WLS-427,2023-03-30,39.0,Sales_Order,,,Independent
347,ENB-707,2023-03-28,45.0,Sales_Order,,,Independent
348,XCB-107,2023-03-26,46.0,Sales_Order,,,Independent
349,ENB-707,2023-03-24,57.0,Sales_Order,,,Independent
350,XCF-107,2023-04-01,50.0,Sales_Order,,,Independent
351,TRB-407,2023-03-29,54.0,Sales_Order,,,Independent
352,ENF-707,2023-03-27,43.0,Sales_Order,,,Independent
353,WLS-427,2023-04-02,43.0,Sales_Order,,,Independent
354,WLS-127,2023-04-01,48.0,Sales_Order,,,Independent
355,TRF-405,2023-03-28,67.0,Sales_Order,,,Independent
356,XCF-105,2023-03-31,51.0,Sales_Order,,,Independent
357,ENB-707,2023-04-02,36.0,Sales_Order,,,Independent
358,TRF-403,2023-04-01,56.0,Sales_Order,,,Independent
359,XCB-103,2023-04-03,51.0,Sales_Order,,,Independent
360,TRF-405,2023-03-28,47.0,Sales_Order,,,Independent
361,TRF-403,2023-04-06,49.0,Sales_Order,,,Independent
362,ASL-110,2023-03-31,63.0,Sales_Order,,,Independent
363,XCB-107,2023-03-28,54.0,Sales_Order,,,Independent
364,XCF-107,2023-04-07,43.0,Sales_Order,,,Independent
365,ASL-170,2023-03-31,66.0,Sales_Order,,,Independent
366,ENB-705,2023-04-01,53.0,Sales_Order,,,Independent
367,WLS-723,2023-03-30,51.0,Sales_Order,,,Independent
368,XCF-107,2023-04-06,55.0,Sales_Order,,,Independent
369,WLS-427,2023-04-07,62.0,Sales_Order,,,Independent
370,XCF-107,2023-04-10,56.0,Sales_Order,,,Independent
371,TRB-403,2023-04-09,55.0,Sales_Order,,,Independent
372,XCB-107,2023-04-03,57.0,Sales_Order,,,Independent
373,TRB-405,2023-04-08,64.0,Sales_Order,,,Independent
374,TRF-407,2023-04-08,51.0,Sales_Order,,,Independent
375,XCB-107,2023-04-02,42.0,Sales_Order,,,Independent
376,TRB-407,2023-04-10,44.0,Sales_Order,,,Independent
377,XCF-103,2023-04-13,41.0,Sales_Order,,,Independent
378,XCF-103,2023-04-04,45.0,Sales_Order,,,Independent
379,TRB-407,2023-04-05,49.0,Sales_Order,,,Independent
380,WLS-427,2023-04-04,48.0,Sales_Order,,,Independent
381,ENF-707,2023-04-04,53.0,Sales_Order,,,Independent
382,XCB-105,2023-04-12,58.0,Sales_Order,,,Independent
383,WLS-427,2023-04-06,47.0,Sales_Order,,,Independent
384,XCB-105,2023-04-14,45.0,Sales_Order,,,Independent
385,TRF-405,2023-04-15,38.0,Sales_Order,,,Independent
386,XCB-105,2023-04-10,41.0,Sales_Order,,,Independent
387,XCF-107,2023-04-10,53.0,Sales_Order,,,Independent
388,XCF-103,2023-04-11,52.0,Sales_Order,,,Independent
389,XCB-107,2023-04-13,67.0,Sales_Order,,,Independent
390,RIM-429,2023-04-16,42.0,Sales_Order,,,Independent
391,TRF-405,2023-04-10,44.0,Sales_Order,,,Independent
392,XCB-103,2023-04-12,48.0,Sales_Order,,,Independent
393,ASL-110,2023-04-19,37.0,Sales_Order,,,Independent
394,WLS-429,2023-04-17,64.0,Sales_Order,,,Independent
395,XCB-105,2023-04-17,37.0,Sales_Order,,,Independent
396,XCF-107,2023-04-13,30.0,Sales_Order,,,Independent
397,XCB-105,2023-04-12,54.0,Sales_Order,,,Independent
398,XCB-103,2023-04-12,46.0,Sales_Order,,,Independent
399,XCB-103,2023-04-16,53.0,Sales_Order,,,Independent
400,XCB-103,2023-04-19,45.0,Sales_Order,,,Independent
401,XCB-103,2023-04-17,53.0,Sales_Order,,,Independent
402,WLS-427,2023-04-20,48.0,Sales_Order,,,Independent
403,XCB-107,2023-04-11,48.0,Sales_Order,,,Independent
404,TRB-405,2023-04-11,33.0,Sales_Order,,,Independent
405,XCF-105,2023-04-18,35.0,Sales_Order,,,Independent
406,ENB-703,2023-04-22,70.0,Sales_Order,,,Independent
407,TRB-403,2023-04-20,63.0,Sales_Order,,,Independent
408,WLS-429,2023-04-17,43.0,Sales_Order,,,Independent
409,XCB-103,2023-04-21,53.0,Sales_Order,,,Independent
410,WLS-427,2023-04-14,64.0,Sales_Order,,,Independent
411,XCB-103,2023-04-18,50.0,Sales_Order,,,Independent
412,XCF-105,2023-04-13,28.0,Sales_Order,,,Independent
413,XCB-105,2023-04-17,64.0,Sales_Order,,,Independent
414,XCF-105,2023-04-23,59.0,Sales_Order,,,Independent
415,WLS-723,2023-04-23,46.0,Sales_Order,,,Independent
416,ASL-170,2023-04-23,71.0,Sales_Order,,,Independent
417,XCB-105,2023-04-24,51.0,Sales_Order,,,Independent
418,ENB-703,2023-04-19,49.0,Sales_Order,,,Independent
419,XCB-105,2023-04-16,31.0,Sales_Order,,,Independent
420,WLS-427,2023-04-25,52.0,Sales_Order,,,Independent
421,XCB-107,2023-04-18,49.0,Sales_Order,,,Independent
422,RIM-427,2023-04-26,39.0,Sales_Order,,,Independent
423,ASL-110,2023-04-24,65.0,Sales_Order,,,Independent
424,WLS-723,2023-04-19,64.0,Sales_Order,,,Independent
425,WLS-127,2023-04-29,34.0,Sales_Order,,,Independent
426,WLS-429,2023-04-27,52.0,Sales_Order,,,Independent
427,TRB-407,2023-04-20,64.0,Sales_Order,,,Independent
428,WLS-427,2023-04-19,24.0,Sales_Order,,,Independent
429,TRB-407,2023-04-27,47.0,Sales_Order,,,Independent
430,TRF-405,2023-04-30,50.0,Sales_Order,,,Independent
431,ENB-705,2023-04-28,31.0,Sales_Order,,,Independent
432,WLS-427,2023-04-26,46.0,Sales_Order,,,Independent
433,ENB-705,2023-04-25,69.0,Sales_Order,,,Independent
434,XCB-107,2023-04-26,49.0,Sales_Order,,,Independent
