,Item Code,Field,Field Value,MRP_element,overdue,total,Y22W52,Y23W01,Y23W02,Y23W03,Y23W04,Y23W05
43,ENB-707,Lead Time,3,planned_release,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ENB-707,Safety Stock,100,Balance,27.0,-29.0,27.0,24.0,-29.0,-29.0,-29.0,-29.0
45,ENB-707,Order Policy,FOQ,Balance (+SR),27.0,55.0,63.0,108.0,55.0,55.0,55.0,55.0
46,ENB-707,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),27.0,105.0,113.0,158.0,105.0,105.0,105.0,105.0
47,ENB-707,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),27.0,105.0,113.0,158.0,105.0,105.0,105.0,105.0
48,XCB-105,Item Code,XCB-105,Gross Req,0.0,160.0,0.0,2.0,52.0,1.0,41.0,64.0
49,XCB-105,Description,110mm XC Mountain Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,XCB-105,Current stock,14.0,planned_receipt,0.0,246.0,0.0,88.0,100.0,0.0,0.0,58.0
51,XCB-105,Lead Time,3,planned_release,0.0,306.0,0.0,88.0,100.0,0.0,58.0,60.0
52,XCB-105,Safety Stock,100,Balance,14.0,-146.0,14.0,12.0,-40.0,-41.0,-82.0,-146.0
53,XCB-105,Order Policy,FOQ,Balance (+SR),14.0,-146.0,14.0,12.0,-40.0,-41.0,-82.0,-146.0
54,XCB-105,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),14.0,100.0,14.0,100.0,148.0,147.0,106.0,100.0
55,XCB-105,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),14.0,-58.0,14.0,100.0,48.0,47.0,6.0,-58.0
56,GRB-005,Item Code,GRB-005,Gross Req,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
57,GRB-005,Description,20GR Gravel Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,GRB-005,Current stock,7.0,planned_receipt,0.0,144.0,0.0,94.0,50.0,0.0,0.0,0.0
59,GRB-005,Lead Time,3,planned_release,0.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0
60,GRB-005,Safety Stock,100,Balance,7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0
61,GRB-005,Order Policy,FOQ,Balance (+SR),7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0
62,GRB-005,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),7.0,149.0,7.0,100.0,149.0,149.0,149.0,149.0
63,GRB-005,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),7.0,99.0,7.0,100.0,99.0,99.0,99.0,99.0
64,TAIDUC-002,Item Code,TAIDUC-002,Gross Req,2896.0,4104.0,129.0,723.0,1045.0,1158.0,846.0,203.0
65,TAIDUC-002,Description,"Trading RM, Pokemon Fish 002",Scheduled Rcpt,0.0,220.0,0.0,120.0,0.0,100.0,0.0,0.0
66,TAIDUC-002,Current stock,392.0,planned_receipt,3240.0,4420.0,0.0,620.0,1140.0,920.0,940.0,800.0
67,TAIDUC-002,Lead Time,21,planned_release,5920.0,4700.0,0.0,940.0,800.0,620.0,1300.0,1040.0
68,TAIDUC-002,Safety Stock,500,Balance,-2504.0,-6608.0,-2633.0,-3356.0,-4401.0,-5559.0,-6405.0,-6608.0
69,TAIDUC-002,Order Policy,WEEKLY_CALENDAR,Balance (+SR),-2504.0,-6388.0,-2633.0,-3236.0,-4281.0,-5339.0,-6185.0,-6388.0
70,TAIDUC-002,Rounding Value / MOQ,[20/ 60],Balance(+SR+PR),736.0,1272.0,607.0,624.0,719.0,581.0,675.0,1272.0
71,TAIDUC-002,Cover Days / Week Day / Max Level,[nan/ Tuesday/ nan],Balance(+SR+1st PR),-2384.0,-6268.0,-2513.0,-3116.0,-4161.0,-5219.0,-6065.0,-6268.0
72,TRB-407,Item Code,TRB-407,Gross Req,0.0,285.0,0.0,2.0,145.0,53.0,36.0,49.0
73,TRB-407,Description,140mm Trail Mountain Bike - Large,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,TRB-407,Current stock,14.0,planned_receipt,0.0,393.0,0.0,88.0,155.0,50.0,50.0,50.0
75,TRB-407,Lead Time,3,planned_release,88.0,355.0,0.0,50.0,155.0,50.0,50.0,50.0
76,TRB-407,Safety Stock,100,Balance,14.0,-271.0,14.0,12.0,-133.0,-186.0,-222.0,-271.0
77,TRB-407,Order Policy,FOQ,Balance (+SR),14.0,-271.0,14.0,12.0,-133.0,-186.0,-222.0,-271.0
78,TRB-407,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),14.0,122.0,14.0,100.0,110.0,107.0,121.0,122.0
79,TRB-407,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),14.0,-183.0,14.0,100.0,-45.0,-98.0,-134.0,-183.0
80,TRB-403,Item Code,TRB-403,Gross Req,0.0,112.0,0.0,2.0,54.0,1.0,0.0,55.0
81,TRB-403,Description,140mm Trail Mountain Bike - Small,Scheduled Rcpt,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
82,TRB-403,Current stock,8.0,planned_receipt,0.0,197.0,0.0,94.0,50.0,0.0,0.0,53.0
83,TRB-403,Lead Time,3,planned_release,94.0,103.0,0.0,50.0,0.0,0.0,53.0,0.0
84,TRB-403,Safety Stock,100,Balance,8.0,-104.0,8.0,6.0,-48.0,-49.0,-49.0,-104.0
85,TRB-403,Order Policy,FOQ,Balance (+SR),8.0,-97.0,8.0,13.0,-41.0,-42.0,-42.0,-97.0
86,TRB-403,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),8.0,100.0,8.0,107.0,103.0,102.0,102.0,100.0
87,TRB-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),8.0,-3.0,8.0,107.0,53.0,52.0,52.0,-3.0
88,XCB-103,Item Code,XCB-103,Gross Req,0.0,411.0,0.0,104.0,101.0,109.0,97.0,0.0
89,XCB-103,Description,110mm XC Mountain Bike - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,XCB-103,Current stock,17.0,planned_receipt,0.0,503.0,0.0,187.0,103.0,109.0,104.0,0.0
91,XCB-103,Lead Time,3,planned_release,129.0,374.0,0.0,161.0,0.0,109.0,104.0,0.0
92,XCB-103,Safety Stock,100,Balance,17.0,-394.0,17.0,-87.0,-188.0,-297.0,-394.0,-394.0
93,XCB-103,Order Policy,FOQ,Balance (+SR),17.0,-394.0,17.0,-87.0,-188.0,-297.0,-394.0,-394.0
94,XCB-103,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),17.0,109.0,17.0,100.0,102.0,102.0,109.0,109.0
95,XCB-103,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),17.0,-265.0,17.0,42.0,-59.0,-168.0,-265.0,-265.0
96,TRB-405,Item Code,TRB-405,Gross Req,0.0,174.0,0.0,47.0,63.0,2.0,62.0,0.0
97,TRB-405,Description,140mm Trail Mountain Bike - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,TRB-405,Current stock,23.0,planned_receipt,0.0,287.0,0.0,130.0,57.0,50.0,50.0,0.0
99,TRB-405,Lead Time,3,planned_release,0.0,287.0,80.0,107.0,50.0,0.0,50.0,0.0
100,TRB-405,Safety Stock,100,Balance,23.0,-151.0,23.0,-24.0,-87.0,-89.0,-151.0,-151.0
101,TRB-405,Order Policy,FOQ,Balance (+SR),23.0,-151.0,23.0,-24.0,-87.0,-89.0,-151.0,-151.0
102,TRB-405,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),23.0,136.0,23.0,106.0,100.0,148.0,136.0,136.0
103,TRB-405,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),23.0,-71.0,23.0,56.0,-7.0,-9.0,-71.0,-71.0
104,ENB-703,Item Code,ENB-703,Gross Req,0.0,116.0,0.0,60.0,56.0,0.0,0.0,0.0
105,ENB-703,Description,170mm Enduro Mountain Bike - Small,Scheduled Rcpt,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0
106,ENB-703,Current stock,10.0,planned_receipt,0.0,205.0,50.0,105.0,50.0,0.0,0.0,0.0
107,ENB-703,Lead Time,3,planned_release,50.0,155.0,0.0,105.0,50.0,0.0,0.0,0.0
108,ENB-703,Safety Stock,100,Balance,10.0,-106.0,10.0,-50.0,-106.0,-106.0,-106.0,-106.0
109,ENB-703,Order Policy,FOQ,Balance (+SR),10.0,-62.0,54.0,-6.0,-62.0,-62.0,-62.0,-62.0
110,ENB-703,Rounding Value / MOQ,[1/ 50],Balance(+SR+PR),10.0,143.0,104.0,149.0,143.0,143.0,143.0,143.0
111,ENB-703,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),10.0,-12.0,104.0,44.0,-12.0,-12.0,-12.0,-12.0
112,SPD-080,Item Code,SPD-080,Gross Req,129.0,1405.0,195.0,679.0,100.0,209.0,162.0,60.0
113,SPD-080,Description,BikeYoke Divine SL 80mm Seatpost,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,SPD-080,Current stock,96.0,planned_receipt,35.0,1405.0,195.0,680.0,100.0,210.0,160.0,60.0
115,SPD-080,Lead Time,21,planned_release,1170.0,535.0,50.0,160.0,115.0,105.0,105.0,0.0
116,SPD-080,Safety Stock,0,Balance,-33.0,-1438.0,-228.0,-907.0,-1007.0,-1216.0,-1378.0,-1438.0
117,SPD-080,Order Policy,FOQ,Balance (+SR),-33.0,-1438.0,-228.0,-907.0,-1007.0,-1216.0,-1378.0,-1438.0
118,SPD-080,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0
119,SPD-080,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),2.0,-1403.0,-193.0,-872.0,-972.0,-1181.0,-1343.0,-1403.0
120,FRK-727,Item Code,FRK-727,Gross Req,188.0,265.0,0.0,162.0,50.0,0.0,53.0,0.0
121,FRK-727,Description,RockShox Lyrik Ultimate fork 275,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,FRK-727,Current stock,24.0,planned_receipt,164.0,265.0,0.0,162.0,50.0,0.0,53.0,0.0
123,FRK-727,Lead Time,7,planned_release,326.0,103.0,0.0,50.0,0.0,53.0,0.0,0.0
124,FRK-727,Safety Stock,0,Balance,-164.0,-429.0,-164.0,-326.0,-376.0,-376.0,-429.0,-429.0
125,FRK-727,Order Policy,FOQ,Balance (+SR),-164.0,-429.0,-164.0,-326.0,-376.0,-376.0,-429.0,-429.0
126,FRK-727,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,FRK-727,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-94.0,-359.0,-94.0,-256.0,-306.0,-306.0,-359.0,-359.0
128,ENF-707,Item Code,ENF-707,Gross Req,134.0,53.0,0.0,3.0,2.0,0.0,0.0,48.0
129,ENF-707,Description,170mm Enduro Frameset - Large,Scheduled Rcpt,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0
130,ENF-707,Current stock,51.0,planned_receipt,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ENF-707,Lead Time,3,planned_release,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,ENF-707,Safety Stock,0,Balance,-83.0,-136.0,-83.0,-86.0,-88.0,-88.0,-88.0,-136.0
133,ENF-707,Order Policy,FOQ,Balance (+SR),-83.0,-31.0,22.0,19.0,17.0,17.0,17.0,-31.0
134,ENF-707,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,52.0,105.0,102.0,100.0,100.0,100.0,52.0
135,ENF-707,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-48.0,4.0,57.0,54.0,52.0,52.0,52.0,4.0
136,TYR-170,Item Code,TYR-170,Gross Req,0.0,860.0,0.0,760.0,0.0,100.0,0.0,0.0
137,TYR-170,Description,Maxxis All Terrane Folding Tyre 700c,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,TYR-170,Current stock,58.0,planned_receipt,0.0,802.0,0.0,702.0,0.0,100.0,0.0,0.0
139,TYR-170,Lead Time,14,planned_release,702.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
140,TYR-170,Safety Stock,0,Balance,58.0,-802.0,58.0,-702.0,-702.0,-802.0,-802.0,-802.0
141,TYR-170,Order Policy,FOQ,Balance (+SR),58.0,-802.0,58.0,-702.0,-702.0,-802.0,-802.0,-802.0
142,TYR-170,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),58.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0
143,TYR-170,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),58.0,-300.0,58.0,-200.0,-200.0,-300.0,-300.0,-300.0
144,SPR-213,Item Code,SPR-213,Gross Req,134.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
145,SPR-213,Description,BikeYoke Revive 2.0 213mm Seatpost,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,SPR-213,Current stock,41.0,planned_receipt,93.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
147,SPR-213,Lead Time,21,planned_release,93.0,84.0,0.0,0.0,48.0,36.0,0.0,0.0
148,SPR-213,Safety Stock,0,Balance,-93.0,-141.0,-93.0,-93.0,-93.0,-93.0,-93.0,-141.0
149,SPR-213,Order Policy,FOQ,Balance (+SR),-93.0,-141.0,-93.0,-93.0,-93.0,-93.0,-93.0,-141.0
150,SPR-213,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,SPR-213,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-48.0,-96.0,-48.0,-48.0,-48.0,-48.0,-48.0,-96.0
152,XCF-103,Item Code,XCF-103,Gross Req,129.0,815.0,0.0,202.0,145.0,170.0,260.0,38.0
153,XCF-103,Description,110mm XC Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,XCF-103,Current stock,12.0,planned_receipt,117.0,815.0,0.0,202.0,145.0,170.0,260.0,38.0
155,XCF-103,Lead Time,7,planned_release,228.0,846.0,91.0,145.0,170.0,260.0,78.0,102.0
156,XCF-103,Safety Stock,0,Balance,-117.0,-932.0,-117.0,-319.0,-464.0,-634.0,-894.0,-932.0
157,XCF-103,Order Policy,FOQ,Balance (+SR),-117.0,-932.0,-117.0,-319.0,-464.0,-634.0,-894.0,-932.0
158,XCF-103,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,XCF-103,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-815.0,0.0,-202.0,-347.0,-517.0,-777.0,-815.0
160,TYR-827,Item Code,TYR-827,Gross Req,94.0,155.0,0.0,105.0,50.0,0.0,0.0,0.0
161,TYR-827,Description,"Maxxis Minion DHR II Folding Tyre 27.5x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,TYR-827,Current stock,21.0,planned_receipt,73.0,155.0,0.0,105.0,50.0,0.0,0.0,0.0
163,TYR-827,Lead Time,30,planned_release,228.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0
164,TYR-827,Safety Stock,0,Balance,-73.0,-228.0,-73.0,-178.0,-228.0,-228.0,-228.0,-228.0
165,TYR-827,Order Policy,L4L,Balance (+SR),-73.0,-228.0,-73.0,-178.0,-228.0,-228.0,-228.0,-228.0
166,TYR-827,Rounding Value / MOQ,[1/ 0],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,TYR-827,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-155.0,0.0,-105.0,-155.0,-155.0,-155.0,-155.0
168,ENF-703,Item Code,ENF-703,Gross Req,94.0,372.0,0.0,105.0,51.0,164.0,52.0,0.0
169,ENF-703,Description,170mm Enduro Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,ENF-703,Current stock,11.0,planned_receipt,83.0,372.0,0.0,105.0,54.0,161.0,52.0,0.0
171,ENF-703,Lead Time,3,planned_release,188.0,267.0,0.0,0.0,54.0,213.0,0.0,0.0
172,ENF-703,Safety Stock,0,Balance,-83.0,-455.0,-83.0,-188.0,-239.0,-403.0,-455.0,-455.0
173,ENF-703,Order Policy,FOQ,Balance (+SR),-83.0,-455.0,-83.0,-188.0,-239.0,-403.0,-455.0,-455.0
174,ENF-703,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
175,ENF-703,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-372.0,0.0,-105.0,-156.0,-320.0,-372.0,-372.0
176,TRF-403,Item Code,TRF-403,Gross Req,94.0,366.0,0.0,110.0,0.0,104.0,152.0,0.0
177,TRF-403,Description,140mm Trail Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,TRF-403,Current stock,13.0,planned_receipt,81.0,366.0,0.0,110.0,0.0,104.0,152.0,0.0
179,TRF-403,Lead Time,7,planned_release,191.0,406.0,0.0,0.0,104.0,152.0,94.0,56.0
180,TRF-403,Safety Stock,0,Balance,-81.0,-447.0,-81.0,-191.0,-191.0,-295.0,-447.0,-447.0
181,TRF-403,Order Policy,FOQ,Balance (+SR),-81.0,-447.0,-81.0,-191.0,-191.0,-295.0,-447.0,-447.0
182,TRF-403,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,TRF-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-366.0,0.0,-110.0,-110.0,-214.0,-366.0,-366.0
184,SDL-239,Item Code,SDL-239,Gross Req,410.0,1075.0,80.0,389.0,305.0,50.0,153.0,98.0
185,SDL-239,Description,WTB Volt Saddle black,Scheduled Rcpt,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
186,SDL-239,Current stock,216.0,planned_receipt,195.0,975.0,80.0,305.0,290.0,50.0,155.0,95.0
187,SDL-239,Lead Time,30,planned_release,1125.0,690.0,45.0,150.0,135.0,150.0,160.0,50.0
188,SDL-239,Safety Stock,0,Balance,-194.0,-1269.0,-274.0,-663.0,-968.0,-1018.0,-1171.0,-1269.0
189,SDL-239,Order Policy,FOQ,Balance (+SR),-194.0,-1169.0,-274.0,-563.0,-868.0,-918.0,-1071.0,-1169.0
190,SDL-239,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),1.0,1.0,1.0,17.0,2.0,2.0,4.0,1.0
191,SDL-239,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-84.0,-1059.0,-164.0,-453.0,-758.0,-808.0,-961.0,-1059.0
192,BRK-134,Item Code,BRK-134,Gross Req,0.0,430.0,0.0,380.0,0.0,50.0,0.0,0.0
193,BRK-134,Description,Shimano GRX Disc Brake Front,Scheduled Rcpt,0.0,148.0,100.0,48.0,0.0,0.0,0.0,0.0
194,BRK-134,Current stock,21.0,planned_receipt,0.0,265.0,0.0,215.0,0.0,50.0,0.0,0.0
195,BRK-134,Lead Time,10,planned_release,215.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0
196,BRK-134,Safety Stock,0,Balance,21.0,-409.0,21.0,-359.0,-359.0,-409.0,-409.0,-409.0
197,BRK-134,Order Policy,FOQ,Balance (+SR),21.0,-261.0,121.0,-211.0,-211.0,-261.0,-261.0,-261.0
198,BRK-134,Rounding Value / MOQ,[5/ 12],Balance(+SR+PR),21.0,4.0,121.0,4.0,4.0,4.0,4.0,4.0
199,BRK-134,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),21.0,-146.0,121.0,-96.0,-96.0,-146.0,-146.0,-146.0
200,SHX-709,Item Code,SHX-709,Gross Req,228.0,323.0,0.0,175.0,100.0,0.0,0.0,48.0
201,SHX-709,Description,RockShox Super Deluxe Ultimate Coil RCT,Scheduled Rcpt,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
202,SHX-709,Current stock,85.0,planned_receipt,145.0,305.0,0.0,175.0,100.0,0.0,0.0,30.0
203,SHX-709,Lead Time,14,planned_release,420.0,65.0,0.0,0.0,0.0,30.0,35.0,0.0
204,SHX-709,Safety Stock,0,Balance,-143.0,-466.0,-143.0,-318.0,-418.0,-418.0,-418.0,-466.0
205,SHX-709,Order Policy,FOQ,Balance (+SR),-143.0,-446.0,-143.0,-318.0,-418.0,-398.0,-398.0,-446.0
206,SHX-709,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),2.0,4.0,2.0,2.0,2.0,22.0,22.0,4.0
207,SHX-709,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-48.0,-351.0,-48.0,-223.0,-323.0,-303.0,-303.0,-351.0
208,ACR-036,Item Code,ACR-036,Gross Req,129.0,975.0,195.0,299.0,100.0,159.0,162.0,60.0
209,ACR-036,Description,Chainring 36T Alloy,Scheduled Rcpt,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
210,ACR-036,Current stock,52.0,planned_receipt,80.0,965.0,195.0,290.0,100.0,155.0,165.0,60.0
211,ACR-036,Lead Time,14,planned_release,665.0,595.0,0.0,155.0,165.0,110.0,105.0,60.0
